,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,num_venues,venue_senti,num_stations
1481,AL BARSHA SOUTH FOURTH,25.056225,55.20458000000001,658000,733,897.68,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,8.275,0
1482,AL BARSHA SOUTH THIRD,25.064808,55.24055,845000,859,983.7,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,8.5,0
1483,AL BARSHA SOUTH FOURTH,25.04866,55.20955,399990,504,793.63,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,8.275,0
1484,MARSA DUBAI,25.086376,55.14736,1550000,860,1802.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1485,MARSA DUBAI,25.081243,55.14512,2299000,2328,987.54,3,4,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,100,8.448,0
1486,MARSA DUBAI,25.072569,55.126527,4100000,1800,2277.78,2,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,100,8.448,0
1487,BURJ KHALIFA,25.194282,55.271884,12949888,3056,4237.53,4,4,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1488,BUSINESS BAY,25.189124,55.26418,890000,1155,770.56,1,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1489,MARSA DUBAI,25.086726,55.145205,2140000,1736,1232.72,3,3,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1490,AL THANYAH FIFTH,25.067137,55.139751,701150,758,925.0,1,2,2,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,51,8.21764705882353,2
1491,MARSA DUBAI,25.073851,55.13691,1100000,1120,982.14,2,2,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1492,BURJ KHALIFA,25.197316,55.274196,2999900,1888,1588.93,2,2,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1493,BURJ KHALIFA,25.197316,55.274196,1724900,1096,1573.81,1,2,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1494,JABAL ALI FIRST,25.03335,55.150016,419000,990,423.23,1,2,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,49,7.887755102040816,2
1495,MARSA DUBAI,25.075454,55.133788,1250000,1140,1096.49,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,100,8.448,0
1496,WARSAN FIRST,25.167489,55.40896600000001,415000,796,521.36,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,46,7.639130434782608,0
1498,AL THANYAH FIFTH,25.078148,55.148277,1254462,1378,910.35,2,3,2,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,51,8.21764705882353,2
1499,NADD HESSA,25.115934,55.390236,250000,353,708.22,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,34,7.458823529411765,0
1500,AL BARSHA SOUTH FOURTH,25.047032,55.206605,750000,1478,507.44,2,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
1501,MARSA DUBAI,25.086726,55.145205,1318000,1255,1050.2,2,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1502,AL BARSHA SOUTH THIRD,25.065872,55.232983,430000,468,918.8,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,8.5,0
1503,BURJ KHALIFA,25.197059,55.27451800000001,2100000,1049,2001.91,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
1504,BURJ KHALIFA,25.197316,55.274196,2949900,1778,1659.11,2,3,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1505,AL THANYAH THIRD,25.0902,55.17514499999999,1300000,1441,902.15,2,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,28,7.825,1
1506,MARSA DUBAI,25.074167000000003,55.137779,1300000,1330,977.44,2,2,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1507,AL HEBIAH FIRST,25.044286,55.244499,950000,1413,672.33,2,3,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,31,7.958064516129032,0
1508,MARSA DUBAI,25.08333,55.144753,1075000,662,1623.87,1,2,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1509,MARSA DUBAI,25.078967,55.142559,730000,761,959.26,1,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1510,BUSINESS BAY,25.186039,55.262255,870000,981,886.85,2,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43,8.518604651162791,1
1511,BURJ KHALIFA,25.194935,55.282665,7500000,2704,2773.67,4,5,2,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,100,8.701,1
1512,MARSA DUBAI,25.099744,55.14145500000001,1900000,1139,1668.13,2,2,2,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,100,8.448,0
1513,MARSA DUBAI,25.078967,55.142559,875000,964,907.68,2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,100,8.448,0
1514,NAKHLAT JUMEIRA,25.113366,55.13609,1550000,1777,872.26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
1515,JUMEIRA FIRST,25.215192,55.235827,27500000,6735,4083.15,4,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,97,8.430927835051547,0
1516,NADD HESSA,25.125436,55.402921,1200000,2168,553.51,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,34,7.458823529411765,0
1517,BURJ KHALIFA,25.194282,55.27886899999999,3600000,880,4090.91,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
1518,AL THANYAH FIFTH,25.0781,55.151898,875000,1380,634.06,2,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,51,8.21764705882353,2
1521,MARSA DUBAI,25.082397,55.14066,3400000,2918,1165.18,4,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,8.448,0
1522,BURJ KHALIFA,25.197316,55.274196,5500000,2728,2016.13,3,4,2,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,100,8.701,1
1523,BURJ KHALIFA,25.194282,55.271884,2360000,1712,1378.5,2,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1524,JABAL ALI FIRST,25.027747,55.154654,989888,1400,707.06,2,3,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49,7.887755102040816,2
1525,AL THANYAH FIFTH,25.078148,55.148277,1253980,1378,910.0,2,3,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,51,8.21764705882353,2
1526,AL THANYAH FIFTH,25.078148,55.148277,712250,770,925.0,1,2,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,51,8.21764705882353,2
1527,AL JADAF,25.226946,55.343628,6800000,4070,1670.76,4,4,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,18,8.0,1
1528,MARSA DUBAI,25.087042,55.148385,1200000,1291,929.51,2,3,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,8.448,0
1529,BURJ KHALIFA,25.19331,55.280919,4500000,2360,1906.78,3,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,100,8.701,1
1530,BURJ KHALIFA,25.19331,55.280919,1850000,982,1883.91,1,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,100,8.701,1
1531,MARSA DUBAI,25.071365,55.124993,3100000,1806,1716.5,3,4,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,100,8.448,0
1532,MARSA DUBAI,25.0967,55.139276,1100000,655,1679.39,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,8.448,0
1533,AL THANYAH FIFTH,25.078262,55.14866899999999,1275000,1435,888.5,2,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,51,8.21764705882353,2
1534,BURJ KHALIFA,25.201204,55.270189,8500000,3077,2762.43,5,5,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100,8.701,1
1535,MARSA DUBAI,25.081241,55.137946,1050000,1350,777.78,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1536,MARSA DUBAI,25.089463,55.148929,700000,975,717.95,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,100,8.448,0
1537,JABAL ALI FIRST,25.030322,55.149141,900000,1504,598.4,2,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,7.887755102040816,2
1538,BUSINESS BAY,25.189282,55.28915799999999,1200000,1332,900.9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8.518604651162791,1
1539,BUSINESS BAY,25.180869,55.271015000000006,1210000,1567,772.18,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43,8.518604651162791,1
1540,AL THANYAH THIRD,25.0902,55.17514499999999,950000,1094,868.37,2,2,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7.825,1
1541,MARSA DUBAI,25.07662,55.135006,1250000,1388,900.58,2,3,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,8.448,0
1542,BURJ KHALIFA,25.194935,55.282665,2350000,1447,1624.05,2,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,100,8.701,1
1544,BURJ KHALIFA,25.198316,55.270758,1900000,1300,1461.54,2,3,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1545,AL THANYAH THIRD,25.09516,55.171259,1050000,1408,745.74,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
1546,NAKHLAT JUMEIRA,25.109267000000003,55.145799,1500000,1583,947.57,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
1547,MARSA DUBAI,25.075284,55.134432,1900000,1443,1316.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1548,BURJ KHALIFA,25.197316,55.274196,2789900,1546,1804.59,2,3,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1549,BURJ KHALIFA,25.19331,55.280919,3600000,2081,1729.94,3,4,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.701,1
1550,AL THANYAH FIFTH,25.077009,55.146035,865000,1249,692.55,2,2,2,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,51,8.21764705882353,2
1552,AL HEBIAH FOURTH,25.042351,55.205661,425000,682,623.17,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,12,8.208333333333334,0
1553,AL KHEERAN FIRST,25.203553,55.34555400000001,3159888,1589,1988.6,3,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,8.6,0
1554,BURJ KHALIFA,25.198796,55.271342,2000000,1400,1428.57,2,3,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.701,1
1555,MARSA DUBAI,25.067539,55.131058,1250000,1734,720.88,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1556,AL THANYAH FIFTH,25.074521,55.143825,1275000,2031,627.77,2,4,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,51,8.21764705882353,2
1557,AL THANYAH THIRD,25.091259,55.168657,1548000,1318,1174.51,2,2,2,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,28,7.825,1
1558,AL HEBIAH FIRST,25.046706,55.246714,625000,919,680.09,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,31,7.958064516129032,0
1559,AL HEBIAH FOURTH,25.037477,55.221942000000006,520000,922,563.99,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,8.208333333333334,0
1560,AL HEBIAH FOURTH,25.038181,55.221577,465000,813,571.96,1,2,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,12,8.208333333333334,0
1561,MARSA DUBAI,25.086726,55.145205,1400000,1376,1017.44,2,3,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,100,8.448,0
1562,MARSA DUBAI,25.08377,55.145075,949000,958,990.61,1,2,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
1563,AL KHEERAN FIRST,25.207208,55.344612,1200000,1133,1059.14,2,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,8.6,0
1564,MARSA DUBAI,25.090418,55.14874,1599999,1547,1034.26,3,3,2,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
1565,BURJ KHALIFA,25.201718,55.270983,2800000,1571,1782.3,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,100,8.701,1
1566,MARSA DUBAI,25.075284,55.134432,2099950,1443,1455.27,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,100,8.448,0
1567,BURJ KHALIFA,25.197262,55.270028,2100000,1618,1297.9,1,2,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
1568,WADI AL SAFA 3,25.177819,55.308533,1248975,793,1575.0,2,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,3,8.766666666666666,0
1569,WADI AL SAFA 3,25.177819,55.308533,757809,493,1537.14,1,1,2,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,3,8.766666666666666,0
1570,MARSA DUBAI,25.067539,55.131058,1190000,1734,686.27,3,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,8.448,0
1571,AL BARSHA SOUTH THIRD,25.062191,55.23268100000001,1100000,1857,592.35,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2,8.5,0
1572,AL THANYAH FIRST,25.100994,55.178291,950000,1397,680.03,2,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,54,7.555555555555555,1
1573,AL THANYAH FIFTH,25.07887,55.148529,1400000,1690,828.4,2,3,2,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,51,8.21764705882353,2
1574,MARSA DUBAI,25.076319,55.133627,2650000,3022,876.9,4,5,2,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,100,8.448,0
1575,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.115696,55.249159,700000,654,1070.34,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,8.200000000000001,0
1576,MARSA DUBAI,25.088431,55.146759,1000000,1305,766.28,2,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1577,MARSA DUBAI,25.089393,55.147796,720000,737,976.93,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1578,NAKHLAT JUMEIRA,25.10864,55.146673,1800000,1991,904.07,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
1579,JABAL ALI FIRST,25.03335,55.150016,420000,925,454.05,1,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,49,7.887755102040816,2
1580,AL BARSHA SOUTH FOURTH,25.050227,55.21335,474000,478,991.63,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,8.275,0
1581,MARSA DUBAI,25.074167000000003,55.137779,925000,841,1099.88,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.448,0
1583,NAKHLAT JUMEIRA,25.110129,55.110888,17798550,6160,2889.38,3,5,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,99,8.488888888888889,0
1584,MARSA DUBAI,25.089833,55.150625,1490000,2161,689.5,3,4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.448,0
1585,MARSA DUBAI,25.084102,55.13862099999999,7800000,2586,3016.24,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1586,AL KHEERAN FIRST,25.20997,55.34522,2027888,1070,1895.22,2,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,8.6,0
1587,MARSA DUBAI,25.071897,55.131535,840477,474,1773.16,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,100,8.448,0
1588,MARSA DUBAI,25.08022,55.139178,2700000,2363,1142.62,3,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1589,BUSINESS BAY,25.186038,55.29175,1349888,1055,1279.51,2,3,2,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,43,8.518604651162791,1
1590,BUSINESS BAY,25.186038,55.29175,1349888,1388,972.54,2,3,2,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,43,8.518604651162791,1
1591,MARSA DUBAI,25.090418,55.14874,949999,971,978.37,1,3,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,100,8.448,0
1592,WARSAN FIRST,25.173301,55.402315,220000,484,454.55,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,46,7.639130434782608,0
1593,NAKHLAT JUMEIRA,25.132519,55.151574,6500000,2629,2472.42,3,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
1594,BURJ KHALIFA,25.193641,55.284662,1025000,1062,965.16,2,3,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,100,8.701,1
1595,AL THANYAH THIRD,25.093469,55.173061,645000,754,855.44,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,28,7.825,1
1596,MARSA DUBAI,25.07359,55.126352,2899999,1181,2455.55,2,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
1597,BUSINESS BAY,25.185337,55.2763,900000,616,1461.04,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1598,AL HEBIAH FIRST,25.046706,55.246714,599999,1140,526.31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.958064516129032,0
1599,BUSINESS BAY,25.193359,55.264968,1550000,1300,1192.31,2,3,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,43,8.518604651162791,1
1600,NADD AL SHIBA FIRST,25.150828,55.295714,2974999,2795,1064.4,4,6,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,8.754545454545454,0
1601,AL HEBIAH THIRD,25.013504,55.254337,1601000,1525,1049.84,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0
1602,MARSA DUBAI,25.0967,55.139276,2142888,1133,1891.34,2,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,100,8.448,0
1603,MARSA DUBAI,25.099793,55.141746,1715000,789,2173.64,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,100,8.448,0
1604,MARSA DUBAI,25.099793,55.141746,2551888,1252,2038.25,2,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,100,8.448,0
1605,MARSA DUBAI,25.07851,55.136283,3800000,2150,1767.44,2,2,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,8.448,0
1606,AL KHEERAN FIRST,25.20997,55.34522,1050000,760,1381.58,1,2,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,8.6,0
1607,NAKHLAT JUMEIRA,25.112237,55.138630000000006,2300943,1095,2101.32,2,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
1608,BURJ KHALIFA,25.196593,55.269631,1265000,1241,1019.34,2,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,100,8.701,1
1611,JABAL ALI FIRST,25.044519,55.137291000000005,300000,493,608.52,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,49,7.887755102040816,2
1612,UMM HURAIR SECOND,25.213527,55.320758,500000,474,1054.85,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,55,7.8945454545454545,1
1613,BURJ KHALIFA,25.196489,55.272126,17888888,5253,3405.46,4,4,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.701,1
1614,MARSA DUBAI,25.089393,55.147796,1350000,1330,1015.04,2,3,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,100,8.448,0
1615,MARSA DUBAI,25.086376,55.14736,3125000,1814,1722.71,3,4,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,100,8.448,0
1616,AL THANYAH THIRD,25.088533,55.171838,1340000,1347,994.8,2,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,28,7.825,1
